url,hotel_name,location,num_review,score
https://www.tripadvisor.com/Hotel_Review-g29877-d593480-Reviews-Caribbe_Inn-Atlantic_Beach_North_Carolina.html,Caribbe Inn,"309 E Fort Macon Rd, Atlantic Beach, NC 28512-5417",541.0,5.0
https://www.tripadvisor.com/Hotel_Review-g57602-d273734-Reviews-Best_Western_Chincoteague_Island-Chincoteague_Island_Virginia.html,Best Western Chincoteague Island,"7105 Maddox Blvd, Chincoteague Island, VA 23336",1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g50226-d11627124-Reviews-Marriott_Columbus_OSU-Columbus_Ohio.html,Marriott Columbus OSU,"3100 Olentangy River Road, Columbus, OH 43202",357.0,4.5
https://www.tripadvisor.com/Hotel_Review-g33045-d74107-Reviews-Harbor_House_Inn-Santa_Barbara_California.html,Harbor House Inn,"104 Bath St, Santa Barbara, CA 93101-3805",1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g155019-d656431-Reviews-The_Hazelton_Hotel-Toronto_Ontario.html,The Hazelton Hotel,"118 Yorkville Ave, Toronto, Ontario M5R 1C2 Canada",1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g616319-d10625492-Reviews-Tierra_del_Mar_Hotel-Holbox_Island_Yucatan_Peninsula.html,Tierra del Mar Hotel,"Av. Pedro Joaquin Coldwell entre Calle Esmedregal y Canane, Holbox Island 77310 Mexico",261.0,5.0
https://www.tripadvisor.com/Hotel_Review-g154267-d226303-Reviews-Mayan_Palace_at_Vidanta_Nuevo_Vallarta-Nuevo_Vallarta_Pacific_Coast.html,Mayan Palace at Vidanta Nuevo Vallarta,"Blvrd Riviera Nayarit 254, Nuevo Vallarta 63735 Mexico",3.0,4.5
https://www.tripadvisor.com/Hotel_Review-g48194-d8649938-Reviews-Aqualina_Inn_Montauk-Montauk_Long_Island_New_York.html,Aqualina Inn Montauk,"20 S Elmwood Ave, Montauk, NY 11954-5374",365.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150800-d8075233-Reviews-Hotel_Historico_Central-Mexico_City_Central_Mexico_and_Gulf_Coast.html,Hotel Historico Central,"Calle Bolivar 28 Historic City Center, Mexico City 06000 Mexico",1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g51956-d81193-Reviews-Coast_Cabins-Manzanita_Oregon.html,Coast Cabins,"635 Laneda Ave, Manzanita, OR 97130-9092",382.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150809-d252678-Reviews-Hotel_Villa_Las_Anclas-Cozumel_Yucatan_Peninsula.html,Hotel Villa Las Anclas,"5th Avenue South 325 between 3 and 5 Street South – Centro, Cozumel 77600 Mexico",499.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150812-d11704326-Reviews-Newport_House_Playa_del_Carmen-Playa_del_Carmen_Yucatan_Peninsula.html,Newport House Playa del Carmen,"10 Avenida Norte Calle 44 Norte, Playa del Carmen 77710 Mexico",357.0,5.0
https://www.tripadvisor.com/Hotel_Review-g33447-d23296058-Reviews-The_Eddy_Taproom_Hotel-Golden_Colorado.html,The Eddy Taproom & Hotel,"1640 8th St, Golden, CO 80401-1011",209.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150810-d622600-Reviews-Ixchel_Beach_Hotel-Isla_Mujeres_Yucatan_Peninsula.html,Ixchel Beach Hotel,"Calle Guerrero SM1 Mza 17 Playa Norte, Centro, Isla Mujeres 77400 Mexico",2.0,4.5
https://www.tripadvisor.com/Hotel_Review-g60898-d16859065-Reviews-The_Candler_Hotel_Atlanta_Curio_Collection_by_Hilton-Atlanta_Georgia.html,"The Candler Hotel Atlanta, Curio Collection by Hilton","127 Peachtree Street NE, Atlanta, GA 30303",1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150800-d7313388-Reviews-La_Valise_Mexico_City-Mexico_City_Central_Mexico_and_Gulf_Coast.html,La Valise Mexico City,"Calle Tonala 53 Roma Norte, Mexico City 06700 Mexico",291.0,5.0
https://www.tripadvisor.com/Hotel_Review-g52024-d240603-Reviews-Inn_at_Northrup_Station-Portland_Oregon.html,Inn at Northrup Station,"2025 NW Northrup St, Portland, OR 97209-1615",1.0,4.5
https://www.tripadvisor.com/Hotel_Review-g150800-d185401-Reviews-Zocalo_Central-Mexico_City_Central_Mexico_and_Gulf_Coast.html,Zocalo Central,"5 de Mayo 61 Centro Historico, Mexico City 06000 Mexico",2.0,4.5
https://www.tripadvisor.com/Hotel_Review-g46186-d1503437-Reviews-Residence_Inn_North_Conway-North_Conway_Conway_New_Hampshire.html,Residence Inn North Conway,"1801 White Mountain Hwy, North Conway, Conway, NH 03860-5255",1.0,4.5
https://www.tripadvisor.com/Hotel_Review-g30620-d13667966-Reviews-Drury_Inn_Suites_Huntsville_at_the_Space_Rocket_Center-Huntsville_Alabama.html,Drury Inn & Suites Huntsville at the Space & Rocket Center,"93 Wynn Drive NW Space & Rocket Center, Huntsville, AL 35805",307.0,5.0
https://www.tripadvisor.com/Hotel_Review-g32847-d73912-Reviews-The_Willows-Palm_Springs_Greater_Palm_Springs_California.html,The Willows,"412 W Tahquitz Canyon Way, Palm Springs, Greater Palm Springs, CA 92262-5649",272.0,5.0
https://www.tripadvisor.com/Hotel_Review-g60742-d12654219-Reviews-Cambria_Hotel_Downtown_Asheville-Asheville_North_Carolina.html,Cambria Hotel Downtown Asheville,"15 Page Ave, Asheville, NC 28801-2707",1.0,4.5
https://www.tripadvisor.com/Hotel_Review-g60314-d1188811-Reviews-Glidden_Lodge_Beach_Resort-Sturgeon_Bay_Wisconsin.html,Glidden Lodge Beach Resort,"4676 Glidden Dr, Sturgeon Bay, WI 54235-9196",366.0,5.0
https://www.tripadvisor.com/Hotel_Review-g60856-d16711926-Reviews-TownePlace_Suites_Hot_Springs-Hot_Springs_Arkansas.html,TownePlace Suites Hot Springs,"120 Desai Patel Ct, Hot Springs, AR 71913-5065",310.0,5.0
https://www.tripadvisor.com/Hotel_Review-g60099-d647051-Reviews-Mineral_Point_Hotel_Suites-Mineral_Point_Wisconsin.html,Mineral Point Hotel & Suites,"121 Commerce St 111 Jail Alley, Mineral Point, WI 53565-1304",159.0,5.0
https://www.tripadvisor.com/Hotel_Review-g41778-d226471-Reviews-Lands_End_Inn-Provincetown_Cape_Cod_Massachusetts.html,Lands End Inn,"22 Commercial St, Provincetown, MA 02657-1910",1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g32847-d119389-Reviews-Dive_Palm_Springs-Palm_Springs_Greater_Palm_Springs_California.html,Dive Palm Springs,"1586 E Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92264",488.0,5.0
https://www.tripadvisor.com/Hotel_Review-g2578752-d1875860-Reviews-Jashita_Hotel_Tulum-Soliman_Bay_Yucatan_Peninsula.html,Jashita Hotel Tulum,Soliman Bay 77780 Mexico,1.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150813-d19006698-Reviews-Hotel_Ma_xanab_Tulum-Tulum_Yucatan_Peninsula.html,Hotel Ma'xanab Tulum,"Carretera Tulum Boca Paila km 6.5, Tulum 77760 Mexico",602.0,5.0
https://www.tripadvisor.com/Hotel_Review-g60763-d23887495-Reviews-The_Hotel_Chelsea-New_York_City_New_York.html,The Hotel Chelsea,"222 West Twenty-Third Street, New York City, NY 10011-2301",130.0,5.0
https://www.tripadvisor.com/Hotel_Review-g46147-d3150916-Reviews-The_Lyme_Inn-Lyme_New_Hampshire.html,The Lyme Inn,"1 Market St, Lyme, NH 03768-3506",297.0,5.0
https://www.tripadvisor.com/Hotel_Review-g12900715-d23638029-Reviews-Ete_reo_Auberge_Resorts_Collection-Solidaridad_Yucatan_Peninsula.html,"Etéreo, Auberge Resorts Collection","Paseo Kanai 16, Solidaridad 77730 Mexico",142.0,5.0
https://www.tripadvisor.com/Hotel_Review-g150812-d23176844-Reviews-Mvngata_Beach_Hotel-Playa_del_Carmen_Yucatan_Peninsula.html,Mvngata Beach Hotel,"Cerrada Zona Costera lote 21, Manzana 91, Playa del Carmen 77727 Mexico",706.0,5.0
https://www.tripadvisor.com/Hotel_Review-g60795-d96735-Reviews-The_Rittenhouse_Hotel-Philadelphia_Pennsylvania.html,The Rittenhouse Hotel,"210 W Rittenhouse Square, Philadelphia, PA 19103",1.0,4.5
https://www.tripadvisor.com/Hotel_Review-g47931-d2091580-Reviews-Wm_Farmer_and_Sons_Boarding_Barroom-Hudson_New_York.html,Wm Farmer and Sons Boarding & Barroom,"20 S Front St, Hudson, NY 12534-3123",564.0,5.0
https://www.tripadvisor.com/Hotel_Review-g47853-d3222000-Reviews-Keuka_Lakeside_Inn-Hammondsport_Finger_Lakes_New_York.html,Keuka Lakeside Inn,"24 Water St., Hammondsport, NY 14840",621.0,5.0
https://www.tripadvisor.com/Hotel_Review-g60745-d111423-Reviews-The_Eliot_Hotel-Boston_Massachusetts.html,The Eliot Hotel,"370 Commonwealth Avenue, Boston, MA 02215",2.0,4.5
https://www.tripadvisor.com/Hotel_Review-g57660-d21510626-Reviews-The_Bee_Hotel-Danville_Virginia.html,The Bee Hotel,"420 Patton St, Danville, VA 24541-1226",185.0,5.0
https://www.tripadvisor.com/Hotel_Review-g55229-d12907868-Reviews-Noelle-Nashville_Davidson_County_Tennessee.html,Noelle,"200 4th Avenue North, Nashville, TN 37219",1.0,4.5
https://www.tripadvisor.com/Hotel_Review-g34618-d12862195-Reviews-Carlisle_Inn-Sarasota_Florida.html,Carlisle Inn,"3727 Bahia Vista St, Sarasota, FL 34232-2409",425.0,5.0
https://www.tripadvisor.com/Hotel_Review-g616313-d6534216-Reviews-Casa_Isabella_Hotel_Boutique-Tepoztlan_Central_Mexico_and_Gulf_Coast.html,Casa Isabella Hotel Boutique,"Caminio Real No. 2 Poblado de Santiago Tepetlapa, Tepoztlan 62520 Mexico",371.0,5.0
https://www.tripadvisor.com/Hotel_Review-g147320-d5062206-Reviews-Dreamcatcher_by_DW-San_Juan_Puerto_Rico.html,Dreamcatcher by DW,"2009 Calle Espana Ocean Park, San Juan 00911 Puerto Rico",730.0,5.0
https://www.tripadvisor.com/Hotel_Review-g49136-d6727327-Reviews-Fairfield_Inn_Suites_Fayetteville_North-Fayetteville_North_Carolina.html,Fairfield Inn & Suites Fayetteville North,"4249 Ramsey Street, Fayetteville, NC 28311",662.0,5.0
https://www.tripadvisor.com/Hotel_Review-g29121-d251840-Reviews-Snug_Harbor_Inn-Avalon_Catalina_Island_California.html,Snug Harbor Inn,"108 Sumner Ave., Avalon, Catalina Island, CA 90704",497.0,5.0
https://www.tripadvisor.com/Hotel_Review-g152515-d21267174-Reviews-1_Homes_Preview_Cabo-Cabo_San_Lucas_Los_Cabos_Baja_California.html,1 Homes Preview Cabo,"Calle Paseo de La Marina 4732 Col. El Medano, Cabo San Lucas 23450 Mexico",301.0,5.0
https://www.tripadvisor.com/Hotel_Review-g42881-d8140313-Reviews-TownePlace_Suites_by_Marriott_Minneapolis_Mall_of_America-Bloomington_Minnesota.html,TownePlace Suites by Marriott Minneapolis Mall of America,"2500 Lindau Ave, Bloomington, MN 55425-2639",703.0,4.5
https://www.tripadvisor.com/Hotel_Review-g150800-d11706849-Reviews-Nima_Local_House_Hotel-Mexico_City_Central_Mexico_and_Gulf_Coast.html,Nima Local House Hotel,"Calle Colima 236 Col Roma Norte, Mexico City 06700 Mexico",253.0,5.0
https://www.tripadvisor.com/Hotel_Review-g34275-d501958-Reviews-Hampton_Inn_Hallandale_Beach_Aventura-Hallandale_Beach_Broward_County_Florida.html,Hampton Inn Hallandale Beach Aventura,"1000 South Federal Highway, Hallandale Beach, FL 33009-7127",2.0,4.5
https://www.tripadvisor.com/Hotel_Review-g147314-d3979675-Reviews-The_Trident_Hotel-Port_Antonio_Portland_Parish_Jamaica.html,The Trident Hotel,"Anchovy, Port Antonio 7312 Jamaica",271.0,5.0
